3.179169902999999977e+03,5.339936746000000130e+04,3.805305956000000151e+04,1.878143936000000031e+04,7.267316487000000052e+03,4.493245584999999846e+04,6.440918675999999687e+04,1.053931950999999972e+05,9.596855517999999574e+04,7.106196072000000277e+04,9.159174807000000146e+04,7.065600646999999299e+04,5.002914985000000343e+03,1.336866094999999950e+04,1.098514644000000044e+04,6.446068406999999752e+03,4.654841220000000249e+03,1.092651694999999927e+04,2.330202773000000161e+04,5.490560368000000017e+04,9.067214891000000353e+04,1.469248950999999943e+05,1.179221555999999982e+05,4.630920064999999886e+04,1.821453271999999970e+03,6.915712679000000207e+03,8.577726742000000741e+03,2.224937430999999833e+03,3.477429320000000189e+03,7.290647619999999733e+03,1.937131351999999970e+04,5.062431481999999960e+04,8.004325801000000502e+04,6.729409248999999545e+04,3.949513958000000275e+04,1.352499901999999929e+04,8.041821059999999761e+02,1.963105898000000025e+03,3.881171117000000095e+02,1.287548919000000069e+03,1.055666372999999965e+02,9.747066630000000487e+02,1.096718161999999893e+03,1.095048152000000073e+03,2.179329747000000225e+03,1.217725412999999935e+04,1.445869908000000032e+04,6.753004098000000340e+03,9.305566308999999592e+00,2.265309085000000167e+00,3.381310539999999865e-01,4.662054599999999882e-02,2.842568499999999915e-02,7.466200000000000310e-04,6.543529476999999872e+00,5.417526000999999702e+00,2.155628000000000058e-02,1.653579999999999980e-03,6.862940000000000533e-04,3.330000000000000305e-05,7.875070492999999949e+00,4.070177819999999613e+00,2.208310100000000081e-02,1.553637700000000052e-02,1.641693000000000058e-03,4.275220000000000040e-04,4.524133447999999724e+00,3.561799805000000152e+00,2.933080160999999908e+00,6.187786619999999793e-01,1.961285670000000037e-01,1.250796799999999986e-01,0.000000000000000000e+00
7.901520244000000275e+03,3.889898539999999775e+04,1.247142909999999938e+04,2.028237923999999839e+04,4.599611848999999779e+02,2.370691637999999875e+04,2.968595642999999836e+04,1.136541068999999989e+05,1.748612601999999897e+05,1.501374788999999873e+05,6.189807209999999759e+04,2.349105065000000104e+04,4.649133032000000298e+01,3.517965811000000258e+02,1.565467615000000023e+02,1.601194696999999962e+02,1.300482865999999937e+01,2.426445217000000127e+02,5.751369174999999814e+02,5.049047535000000266e+02,1.109106481999999971e+02,1.364026421000000084e+02,4.084010291000000166e+02,3.023442623999999910e+02,9.187948067000000663e+00,3.446659317000000300e+01,2.071655936000000153e+01,1.649406576999999885e+01,6.371132690999999681e+00,2.526966262999999913e+01,5.849893002000000308e+01,4.140880698000000137e+01,5.495638323000000014e+01,7.432176139000000603e+01,4.893781417000000289e+01,4.750871006999999935e+01,8.809133540999999568e+00,1.770154765999999924e+01,1.294971237000000031e+01,1.005785161000000016e+01,6.503797061000000213e+00,1.305930041999999958e+01,1.012002316000000057e+01,7.139272972999999745e+00,5.281633401999999755e+00,9.649890750999999156e+00,2.020422495000000040e+01,1.538770077000000036e+01,1.035461553999999929e+01,1.486409437999999916e+00,1.212985200000000069e-01,2.151544700000000004e-02,7.646550000000000439e-04,2.940020000000000220e-04,9.894684669000000099e+00,1.353982054000000046e+00,5.269839610000000008e-01,1.682264850000000089e-01,2.832919299999999904e-02,8.211612999999999551e-03,6.526200496999999601e+00,2.909559551000000077e+00,1.592715107999999935e+00,5.923962000000000394e-01,2.430198420000000137e-01,8.170435199999999398e-02,5.754062848000000230e+00,2.499286421999999952e+00,1.116628785999999929e+00,8.474236090000000221e-01,6.906056390000000489e-01,4.691878159999999798e-01,0.000000000000000000e+00
4.553595059999999648e+04,1.727217382999999973e+04,4.558414566999999806e+04,2.000312408000000141e+04,4.123477906000000075e+04,2.003416756000000169e+04,3.646626277000000118e+04,1.061932921999999962e+05,1.450933834999999963e+05,1.158674370000000054e+05,3.870019959999999992e+04,1.328673594000000048e+04,1.297997722000000067e+04,1.614477305999999953e+04,2.221985850999999820e+04,9.005398219999999128e+03,1.356112761999999930e+04,1.591388946000000033e+04,1.563198169000000053e+04,8.134485628000000725e+04,6.620003340000000026e+04,4.073106543000000238e+04,2.011015996000000086e+04,1.254780760000000009e+04,1.645380101999999897e+04,5.621494810000000143e+03,4.092052015000000210e+03,1.001860313999999926e+04,8.868009292999999161e+03,7.387003982999999607e+02,9.633083758000000671e+03,1.515599956000000020e+04,4.127665518000000156e+04,5.769584687999999733e+04,3.243999275000000125e+04,1.010649847000000045e+04,4.598084029999999984e+02,1.480041592000000037e+02,5.339799550999999838e+02,1.703888003000000140e+02,4.598810806000000184e+02,2.261877819999999986e+02,5.345713551000000052e+01,6.564886357000000316e+02,1.606722983999999997e+03,1.085668887999999924e+03,2.598162146000000234e+02,1.228086804000000001e+02,6.471876439999999953e+00,3.116500348999999837e+00,2.002694786000000171e+00,3.719228889999999788e-01,1.615382599999999960e-02,5.189347999999999878e-03,6.516153714999999735e+00,5.399471522999999884e+00,4.947094199999999692e-02,1.428616899999999960e-02,4.855986999999999977e-03,6.177199999999999878e-04,9.665694087000000323e+00,2.216951539000000082e+00,8.323119199999999551e-02,1.090126599999999973e-02,5.789808999999999928e-03,2.087157000000000075e-03,6.361359776999999660e+00,2.540222323000000060e+00,2.226992747000000161e+00,5.092783640000000389e-01,1.860631419999999869e-01,8.405581400000000647e-02,0.000000000000000000e+00
2.242712032000000181e+04,7.975089302000000316e+03,2.520087524000000121e+04,8.901977875000000495e+03,2.178603211000000010e+04,1.097885649999999987e+04,4.098143523000000278e+04,1.552530991999999969e+05,1.133272902999999933e+05,6.899960285999999905e+04,3.774090888999999879e+04,1.262700309999999990e+04,1.376772214999999960e+04,2.227228845000000001e+04,3.929509255999999823e+03,1.703452809999999954e+04,3.272208329000000049e+03,9.656744310000000041e+03,9.367644397000000026e+03,7.762184299000000465e+04,8.418206763000000501e+04,5.893353992000000289e+04,3.967942958999999973e+04,1.212219116000000031e+04,1.231917308000000048e+04,2.268485388999999941e+03,5.633527487000000292e+03,5.887623778000000129e+03,8.394057601000000432e+03,8.729980491000000029e+02,8.613137875000000349e+03,5.784711860000000161e+04,4.701185620000000199e+04,3.319565260999999737e+04,1.907605390999999872e+04,1.766297956999999997e+03,5.402079972999999882e+02,5.406668582999999444e+02,1.871312353000000030e+03,7.364012581999999441e+01,1.066133902999999918e+03,1.071277203999999983e+03,1.647818148000000065e+02,2.615701348000000053e+03,1.323873434000000088e+03,7.795767429999999649e+02,3.977345017999999754e+02,1.687044689999999889e+02,8.084369818000000762e+00,2.914258255000000020e+00,8.067895959999999977e-01,1.028530200000000033e-01,7.373962800000000151e-02,1.776248000000000020e-03,1.013801259000000066e+01,1.789928441000000037e+00,3.993423200000000006e-02,1.506102900000000008e-02,1.532790000000000021e-03,3.417459999999999769e-04,1.037343674000000071e+01,1.446320669999999975e+00,1.323148140000000028e-01,2.318158899999999897e-02,7.450491000000000058e-03,1.898317999999999967e-03,6.068132841999999805e+00,3.024545942000000043e+00,1.713645456999999928e+00,7.515923079999999867e-01,3.157622970000000251e-01,8.158632999999999857e-02,0.000000000000000000e+00
2.712520910000000003e+04,3.165409528000000137e+04,1.733023918999999978e+03,2.895187878999999884e+04,6.515101821000000200e+03,9.905630255000000034e+03,5.793720038000000204e+04,1.801199837999999872e+05,1.454257423000000126e+05,1.286876815000000061e+05,9.753486272999999346e+04,4.625775940000000264e+04,1.980277661000000080e+04,1.318189244999999937e+04,1.155746998999999960e+03,1.621493792000000030e+04,7.196251441999999770e+03,2.211884962999999971e+03,2.370905671000000075e+04,3.975320210999999836e+04,4.584048528000000078e+04,1.228904832000000024e+05,1.055174527999999991e+05,4.735576219999999739e+04,7.276836777999999867e+03,3.503305827000000136e+03,3.993160742999999911e+03,4.399737522000000354e+03,4.764667414999999892e+03,1.926714645000000019e+03,7.553586779000000206e+03,2.860896881999999823e+04,2.920875123000000167e+04,3.621685764999999810e+04,2.765442480000000069e+04,1.121240538000000015e+04,6.350382481999999982e+02,2.310079205000000002e+03,6.808851582999999437e+02,1.303135091999999986e+03,8.013669448999999645e+01,1.337498546000000033e+03,1.883995609000000115e+02,7.642714439999999740e+02,4.600751785000000382e+03,1.303240447999999924e+04,1.020806699999999910e+04,3.945314034999999876e+03,8.663125973999999729e+00,2.351694848999999810e+00,9.373749220000000548e-01,3.145544599999999802e-02,1.005018000000000101e-03,3.243540000000000052e-04,9.745945448000000511e+00,2.123231634000000145e+00,1.138312810000000064e-01,1.613546999999999898e-03,2.872390000000000056e-04,7.220000000000000669e-05,7.473141186000000324e+00,4.130882253000000226e+00,3.790890829999999934e-01,1.510885999999999913e-03,2.615009999999999752e-04,5.170000000000000306e-05,7.758576517999999922e+00,3.261294970999999876e+00,7.367352440000000113e-01,1.622350790000000043e-01,4.032296900000000017e-02,1.497183000000000021e-02,1.000000000000000000e+00
3.968600301999999829e+03,3.567543437000000267e+04,2.063343908000000010e+04,1.466704137000000082e+04,3.375030640999999832e+03,2.708239799000000130e+04,2.112932315999999992e+05,3.946684412000000011e+05,1.533407043000000122e+05,2.912579872999999861e+04,1.129859530000000086e+04,1.953390207000000009e+04,5.672040557999999692e+03,2.770064499000000069e+04,9.359132906999999250e+03,1.434551642999999967e+04,5.853022359999999935e+02,1.709940809000000081e+04,1.467361248999999953e+05,2.828516559000000125e+05,7.029535731999999552e+04,1.633801985999999943e+03,1.136175194999999985e+04,2.205984694999999920e+04,2.154748207000000093e+03,1.385132676999999967e+04,5.355187802999999803e+03,6.661646821999999702e+03,2.913347749000000135e+02,9.067522317999999359e+03,2.651487932999999975e+04,2.473460504999999830e+04,3.106155793999999787e+03,1.215466263999999910e+03,6.446203193000000283e+03,8.368423619999999573e+03,1.396109712999999886e+02,3.691390071999999805e+02,1.227264291000000043e+02,2.232244348000000116e+02,3.955220549999999946e+01,2.100741030000000080e+02,9.496596435999999812e+02,2.347701531000000159e+03,1.261610427000000072e+03,2.310778238999999985e+02,2.499985403000000019e+02,3.589489863000000014e+02,8.496223463999999836e+00,2.480859274999999808e+00,8.707251700000000483e-01,8.228255299999999439e-02,5.434354300000000110e-02,4.453109999999999924e-04,1.043642602000000075e+01,1.055565958999999943e+00,4.783719100000000113e-01,1.256750499999999965e-02,1.312680000000000097e-03,4.530469999999999875e-04,1.085029210999999982e+01,6.544045920000000072e-01,4.594987950000000154e-01,1.417338299999999947e-02,3.462119000000000047e-03,2.254498000000000179e-03,6.337782291999999984e+00,3.247990172999999814e+00,1.769927070000000047e+00,3.509623049999999744e-01,1.969056590000000106e-01,5.117812699999999687e-02,0.000000000000000000e+00
6.012254635000000235e+03,1.095295032999999967e+04,1.277996840999999904e+03,8.182677321999999549e+03,9.246404913000000079e+02,4.602830312000000049e+03,6.500781845000000430e+03,1.625763859000000048e+04,5.055369277999999758e+04,8.184468627999999444e+04,5.874143716000000131e+04,2.531203715999999986e+04,2.810952628000000004e+03,5.732066683000000012e+03,2.040770845999999892e+03,3.764368689999999788e+03,9.961257233999999698e+02,3.182481494999999995e+03,2.143916276999999900e+04,4.487570188999999664e+04,8.624551081999999587e+04,9.250381319000000076e+04,3.934236413999999786e+04,1.187286763000000064e+04,1.986208333999999923e+03,2.236042014000000108e+03,3.730088999000000058e+03,1.178326866000000109e+03,2.299930379999999786e+03,2.489644377000000077e+03,3.199479844999999841e+04,7.860392543000000296e+04,1.307174232999999949e+05,1.028096793999999936e+05,2.259119119000000137e+04,3.227646483999999873e+03,5.341733549000000494e+02,1.141691191999999972e+02,4.415648942999999917e+02,2.133417665000000056e+02,4.599436767999999915e+02,1.445586236000000042e+02,2.246164331999999831e+03,1.162009008999999969e+04,2.165200244000000021e+04,2.033283680000000095e+04,5.564022060000000238e+03,8.226675020000000131e+02,9.015843820000000619e+00,2.523933415000000124e+00,4.124507720000000210e-01,2.981915300000000102e-02,1.387924000000000015e-03,1.116935000000000107e-03,7.508426758999999784e+00,4.387394136000000167e+00,8.323219299999999599e-02,4.699908000000000037e-03,9.445130000000000149e-04,2.346840000000000048e-04,8.264610059000000675e+00,3.664807231000000165e+00,3.945146800000000342e-02,1.244608900000000046e-02,3.093371000000000141e-03,3.989849999999999755e-04,5.991089098999999862e+00,4.074914163999999950e+00,1.133208352000000030e+00,5.629526590000000219e-01,1.379565219999999981e-01,4.782089800000000057e-02,0.000000000000000000e+00
9.751909260000000359e+03,2.208191282000000137e+04,3.896883566999999857e+03,1.496490046000000075e+04,1.332050253000000112e+03,1.054035370999999941e+04,1.721452819000000090e+04,9.464316856000000553e+04,1.827679646000000066e+05,1.949635052999999898e+05,7.478689495000000170e+04,2.400502992000000086e+04,5.396760113999999930e+02,8.113631264000000556e+02,2.903977456999999731e+02,6.052015219999999545e+02,2.137014912999999865e+02,4.156557500999999775e+02,1.693843894000000091e+03,5.606915933000000223e+03,8.116681894000000284e+03,1.846776209000000017e+04,7.475189234999999826e+03,1.656683694000000060e+03,2.041192202000000009e+02,1.511117338999999902e+03,7.357479687999999669e+02,6.740539829000000509e+02,9.201481576999999845e+01,1.073118817999999919e+03,3.178603284999999801e+02,6.565302318000000241e+02,1.007547784999999931e+04,2.148413606000000073e+04,8.085437133999999787e+03,1.811393098000000009e+03,3.696767682999999920e+02,2.335459767000000113e+02,4.566943483000000015e+01,2.907960873999999762e+02,1.496461070000000007e+02,4.691106855999999681e+01,1.299075297000000091e+03,1.925221620999999914e+03,5.569386343999999553e+03,1.226089913999999953e+04,6.615865982999999687e+03,1.318182174999999916e+03,9.461143032000000730e+00,2.258064372000000208e+00,2.441627050000000076e-01,1.537550300000000043e-02,5.556371000000000053e-03,6.429419999999999710e-04,7.681978055000000083e+00,3.731599622000000060e+00,5.130713620000000308e-01,5.027252499999999846e-02,6.595781999999999687e-03,1.213150999999999986e-03,1.039514705000000028e+01,1.301538209999999918e+00,2.575588469999999797e-01,2.238375199999999982e-02,7.845289999999999556e-03,3.332569999999999977e-04,7.043841762999999645e+00,3.537730809999999781e+00,8.391442080000000026e-01,4.586308330000000155e-01,7.474127899999999380e-02,2.167347500000000107e-02,1.000000000000000000e+00
2.836235731999999916e+04,5.363788999999999942e+04,2.183397896000000037e+04,3.553119961000000330e+04,1.168207964999999967e+04,3.064340524999999980e+04,2.451511594000000041e+05,7.703652989000000525e+05,5.285843665000000037e+05,2.040430873000000138e+05,4.904063760000000184e+04,4.486916114999999991e+04,1.515839782000000014e+04,3.399674188999999751e+04,4.312343060999999580e+03,2.349388103000000046e+04,1.240107048000000077e+03,1.536179989000000023e+04,7.563521632000000682e+04,1.897265693000000028e+05,1.280191634999999951e+05,6.218190946999999869e+04,2.440477559000000110e+04,2.191399663000000146e+04,1.651407325000000128e+04,2.711875086999999985e+04,1.697931209000000081e+03,2.138426065000000017e+04,2.331268969000000197e+03,1.027402904999999919e+04,2.927384105999999883e+04,6.384274674999999843e+04,3.209121847999999954e+04,2.044544487999999910e+04,2.132619445999999880e+04,1.641214705999999933e+04,1.421559267000000091e+03,4.759988054000000375e+03,1.348851325999999972e+03,2.755016007000000172e+03,1.958713788000000022e+02,2.698048502999999982e+03,3.213939131999999972e+03,5.668709480000000440e+03,3.754341031999999814e+03,1.210953557000000046e+03,3.243514455999999882e+03,3.058303596000000198e+03,8.540866949999999846e+00,2.323117840000000101e+00,8.985036039999999558e-01,2.063076229999999955e-01,1.088648099999999994e-02,5.067000000000000323e-03,9.531526338999999126e+00,2.064921975999999937e+00,3.657503890000000091e-01,1.553541200000000018e-02,5.381282999999999726e-03,1.809602999999999906e-03,9.817436338000000262e+00,1.849757182000000055e+00,2.838203480000000001e-01,2.795720299999999992e-02,3.481858999999999909e-03,1.958179999999999903e-03,6.619887276000000043e+00,3.960794437000000112e+00,1.062573975000000059e+00,1.732674210000000048e-01,1.219141489999999994e-01,3.798454500000000150e-02,0.000000000000000000e+00
4.495536274000000049e+03,1.734367650000000140e+04,4.888227753999999550e+03,9.698780824999999822e+03,3.552542996999999900e+02,9.992389481000000160e+03,8.079103462000000036e+03,2.017697114000000147e+04,2.287680645000000004e+04,2.994753758999999991e+04,2.348667733999999837e+04,1.217901684999999998e+04,9.090288978000000498e+03,2.718809551999999894e+04,5.130474806000000171e+03,1.685311131999999998e+04,3.122251898999999753e+02,1.388875444000000061e+04,2.292887495000000126e+04,2.159666561000000002e+04,2.392206413999999859e+04,5.343603317999999854e+04,4.993049736999999732e+04,3.532316144999999960e+04,6.421343665000000328e+03,2.292144758000000002e+04,5.302413373000000320e+03,1.334815990000000056e+04,1.314788631000000123e+02,1.250853401999999915e+04,7.192538630000000012e+03,1.627412233999999989e+04,3.185450936000000002e+04,4.209897406000000046e+04,3.267884475999999995e+04,1.700987810000000172e+04,3.785951244999999972e+02,4.167731687999999849e+03,2.626117776000000049e+03,1.615497307999999975e+03,4.596861713999999779e+02,3.298949230000000171e+03,3.384687199999999848e+03,1.280399895000000015e+03,1.774453412999999955e+03,3.560943236999999954e+03,3.618397073999999975e+03,2.426594748999999865e+03,8.381206834000000327e+00,2.669021680000000174e+00,6.377405689999999794e-01,2.592056469999999835e-01,3.344729099999999705e-02,3.763737000000000072e-03,1.056478019999999951e+01,1.230680334000000098e+00,1.811001150000000059e-01,7.589124000000000043e-03,6.135269999999999960e-04,1.971420000000000041e-04,9.632891718999999853e+00,1.982990648999999994e+00,3.084356569999999742e-01,4.183039000000000202e-02,1.831837500000000132e-02,4.520789999999999791e-04,7.467898124000000415e+00,3.280937785999999967e+00,9.247535919999999576e-01,2.276363120000000073e-01,5.002749599999999769e-02,2.923241799999999960e-02,1.000000000000000000e+00
